,Customer_care_calls,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,On_time,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Gender_F
8076,2,101,6,6,5080,1,0,0,0,1,0,0,1,0,0,1,0,1
9901,3,214,2,6,4578,0,0,0,0,0,1,0,0,1,0,0,1,1
6497,6,286,4,3,1959,0,0,0,0,0,1,0,0,1,0,1,0,1
3210,3,181,2,6,5410,0,0,0,0,1,0,0,0,1,0,1,0,1
237,2,133,3,5,1268,1,0,1,0,0,0,0,0,1,0,1,0,0
10930,4,253,5,2,1709,0,0,0,1,0,0,0,0,1,0,1,0,1
8365,5,248,4,6,1944,1,0,0,0,0,1,1,0,0,0,1,0,1
2937,3,213,4,53,3502,1,0,1,0,0,0,0,0,1,0,1,0,0
10460,4,267,5,3,1933,1,1,0,0,0,0,0,0,1,0,1,0,0
10139,4,258,5,3,1162,0,0,0,0,0,1,1,0,0,0,1,0,0
4744,4,205,3,10,4923,0,0,0,1,0,0,0,0,1,0,1,0,1
9266,3,217,3,10,5439,0,1,0,0,0,0,0,0,1,0,0,1,0
9490,4,155,3,9,4443,0,0,0,1,0,0,0,0,1,0,0,1,0
379,3,201,3,5,2040,1,0,0,0,0,1,0,0,1,0,0,1,0
683,4,137,4,29,1262,1,0,0,0,0,1,1,0,0,1,0,0,0
1822,6,176,5,7,1767,1,0,0,1,0,0,0,0,1,0,1,0,1
10907,2,125,4,1,4097,1,0,0,0,0,1,0,0,1,0,1,0,0
7239,3,142,3,2,4619,0,0,1,0,0,0,0,1,0,0,1,0,1
5010,4,196,3,10,4194,1,0,0,0,1,0,0,0,1,0,1,0,1
9491,3,156,2,8,5848,0,0,0,0,0,1,0,0,1,0,0,1,1
9916,6,298,4,2,1648,0,0,0,1,0,0,0,0,1,0,1,0,0
5583,4,134,2,1,5209,1,0,1,0,0,0,0,0,1,0,1,0,0
5646,3,199,4,6,5207,0,0,0,0,1,0,0,0,1,0,0,1,1
938,5,236,3,7,3589,1,1,0,0,0,0,0,1,0,0,0,1,0
963,4,158,5,55,1936,1,0,1,0,0,0,1,0,0,0,0,1,1
5895,4,257,3,5,4180,0,0,1,0,0,0,1,0,0,0,0,1,0
9846,5,246,3,7,5167,0,0,0,0,1,0,0,1,0,0,0,1,1
357,2,247,2,62,3127,1,0,1,0,0,0,0,0,1,0,0,1,1
9467,3,191,3,10,4667,0,0,0,0,0,1,1,0,0,0,0,1,1
3800,5,156,4,1,5533,1,1,0,0,0,0,0,0,1,0,1,0,0
8169,5,228,6,5,4974,1,0,1,0,0,0,0,0,1,0,0,1,0
8991,3,236,4,9,4744,0,0,1,0,0,0,0,0,1,1,0,0,1
3289,2,172,2,7,4649,0,0,0,0,0,1,1,0,0,0,1,0,0
9791,3,250,3,6,5832,0,0,0,0,0,1,0,0,1,0,0,1,1
6293,5,222,5,1,1672,0,0,0,0,0,1,0,1,0,0,1,0,1
8494,3,251,2,4,4074,0,0,0,1,0,0,1,0,0,0,0,1,1
8429,3,199,4,1,5660,0,0,0,0,0,1,0,0,1,0,0,1,1
5559,4,144,4,6,5197,1,0,1,0,0,0,0,0,1,0,0,1,0
2692,4,191,3,12,3676,1,0,0,1,0,0,0,0,1,0,0,1,1
1417,3,166,2,45,1791,1,0,0,0,0,1,0,0,1,0,1,0,1
4460,4,214,3,6,5646,0,1,0,0,0,0,0,0,1,1,0,0,0
3098,5,157,4,58,1252,1,1,0,0,0,0,0,0,1,0,1,0,0
10312,3,236,3,1,5220,0,0,0,1,0,0,0,0,1,0,0,1,1
3723,3,226,3,3,4940,1,0,1,0,0,0,0,0,1,0,0,1,0
4352,5,134,2,8,5646,0,1,0,0,0,0,0,0,1,0,1,0,0
10660,5,257,5,8,1128,1,0,0,1,0,0,0,1,0,0,0,1,1
7356,3,201,3,6,4953,0,0,0,0,1,0,0,0,1,0,1,0,1
10203,5,245,5,9,1694,1,0,1,0,0,0,0,0,1,0,1,0,0
1640,3,227,3,21,2351,1,1,0,0,0,0,1,0,0,0,0,1,0
2624,5,187,3,53,3172,1,1,0,0,0,0,0,0,1,0,1,0,1
10060,5,126,5,2,5659,1,0,0,1,0,0,0,0,1,0,0,1,1
834,5,271,3,16,2563,1,0,0,0,1,0,1,0,0,0,0,1,1
605,4,166,5,54,1203,1,0,0,0,0,1,0,0,1,0,1,0,1
7402,6,306,4,5,1490,1,0,0,1,0,0,1,0,0,0,1,0,1
8730,4,175,2,3,4961,1,0,0,0,1,0,0,0,1,0,0,1,0
6762,2,277,6,10,4165,0,0,0,0,1,0,0,0,1,0,1,0,0
5823,3,248,2,3,5287,1,0,1,0,0,0,0,0,1,1,0,0,0
4314,2,147,3,3,4120,1,0,0,0,1,0,0,0,1,0,1,0,0
3409,3,202,3,5,5169,0,0,0,0,0,1,0,1,0,0,0,1,0
7272,4,283,2,1,4115,0,0,0,0,1,0,1,0,0,1,0,0,1
6308,7,260,4,3,1930,1,1,0,0,0,0,1,0,0,0,1,0,1
7136,5,238,3,5,5907,1,1,0,0,0,0,1,0,0,1,0,0,1
4539,2,255,7,10,5875,0,0,1,0,0,0,0,0,1,0,1,0,0
3964,3,260,2,6,4332,0,0,0,1,0,0,0,1,0,0,0,1,1
974,5,96,4,12,1655,1,1,0,0,0,0,1,0,0,0,0,1,1
2159,4,228,3,60,2715,1,0,0,0,0,1,0,0,1,0,1,0,0
3331,4,216,2,2,5840,1,0,0,0,0,1,0,0,1,0,0,1,0
8580,4,233,4,6,5256,0,0,0,0,1,0,0,0,1,1,0,0,1
3955,4,224,5,7,5738,0,0,0,0,0,1,0,1,0,0,1,0,1
6012,6,244,4,7,1795,0,0,0,0,1,0,0,1,0,0,0,1,0
3079,3,188,2,14,2074,1,0,0,0,0,1,0,0,1,0,1,0,1
9139,6,298,4,8,1759,1,0,0,0,0,1,0,0,1,0,0,1,1
7550,3,217,2,9,5554,1,1,0,0,0,0,1,0,0,1,0,0,1
6906,4,249,5,3,1530,1,0,0,0,1,0,0,0,1,0,0,1,0
10016,3,184,3,9,4969,0,1,0,0,0,0,1,0,0,0,0,1,1
2536,4,205,3,58,2522,1,0,0,1,0,0,0,0,1,0,1,0,1
4105,3,273,3,2,4948,0,0,0,0,0,1,1,0,0,0,0,1,1
10165,6,286,4,4,4889,0,0,0,0,0,1,0,0,1,0,0,1,1
2137,5,239,4,3,3734,1,0,0,0,0,1,0,0,1,0,1,0,0
5586,5,274,4,7,4929,0,0,0,0,1,0,0,0,1,0,0,1,1
312,3,140,3,51,1046,1,0,0,0,1,0,0,0,1,0,0,1,0
8648,5,272,4,10,1383,1,1,0,0,0,0,0,0,1,0,0,1,0
3220,3,263,2,9,4868,1,0,0,1,0,0,0,0,1,0,0,1,0
82,4,217,3,26,2875,1,0,0,1,0,0,0,0,1,1,0,0,1
7673,4,206,4,1,1593,0,0,0,0,0,1,1,0,0,0,0,1,1
10043,4,232,2,5,4907,0,0,0,0,0,1,0,0,1,0,1,0,0
3240,2,117,3,2,4268,1,0,0,0,1,0,0,0,1,1,0,0,1
8375,5,224,2,8,4047,1,0,0,0,0,1,0,0,1,0,0,1,0
10207,5,259,6,2,1876,0,0,0,0,0,1,0,0,1,0,1,0,1
3876,4,266,2,2,4290,0,0,0,0,1,0,0,0,1,0,1,0,1
4137,2,243,5,5,4750,1,0,1,0,0,0,0,0,1,0,0,1,0
1559,3,171,2,1,1629,1,0,0,0,0,1,0,0,1,0,1,0,0
6139,4,222,3,7,5844,0,0,0,0,0,1,0,1,0,0,0,1,1
1470,2,123,2,11,1383,1,0,0,0,1,0,0,0,1,0,0,1,0
4190,4,175,2,4,4910,1,1,0,0,0,0,0,0,1,0,0,1,0
3049,3,271,4,16,2693,1,0,0,0,0,1,0,0,1,0,0,1,1
6171,5,189,3,7,5717,0,0,1,0,0,0,1,0,0,0,1,0,0
1402,5,199,4,24,3443,1,0,0,1,0,0,0,0,1,0,1,0,0
3853,3,232,3,9,5016,1,0,0,0,0,1,0,0,1,0,1,0,1
3657,3,265,6,9,5936,0,0,1,0,0,0,0,0,1,0,1,0,0
6604,6,295,4,10,1495,0,0,0,1,0,0,0,0,1,0,1,0,1
3149,2,134,3,4,5958,0,0,0,0,0,1,1,0,0,0,1,0,0
7678,3,189,2,3,4617,0,0,0,1,0,0,1,0,0,0,0,1,1
7159,3,177,4,3,1148,0,0,0,0,0,1,0,0,1,0,0,1,1
8011,5,254,6,7,1064,0,0,0,0,0,1,0,0,1,0,1,0,0
2556,3,175,3,32,1848,1,0,0,0,1,0,0,0,1,0,0,1,1
10374,4,258,3,10,4906,0,0,0,0,1,0,0,0,1,0,1,0,1
9109,5,231,2,7,5491,1,0,0,0,0,1,0,0,1,0,0,1,1
3835,3,220,4,2,4313,0,0,0,0,0,1,1,0,0,0,1,0,0
4379,3,236,2,8,5591,0,0,0,0,0,1,1,0,0,0,0,1,1
10142,6,267,4,3,1550,0,1,0,0,0,0,1,0,0,0,1,0,0
5096,5,273,4,2,4186,1,1,0,0,0,0,0,0,1,0,0,1,0
7959,6,247,4,7,1831,0,0,1,0,0,0,1,0,0,0,1,0,0
3511,4,177,3,8,4904,0,0,0,0,0,1,0,0,1,0,1,0,0
3089,4,219,3,27,3684,1,0,0,0,0,1,0,0,1,0,0,1,0
10274,5,213,3,5,5247,0,1,0,0,0,0,1,0,0,0,0,1,0
10988,4,192,4,2,1830,0,1,0,0,0,0,0,0,1,0,1,0,1
8578,4,253,3,1,5402,0,0,0,1,0,0,0,0,1,0,1,0,1
2855,4,182,6,41,2047,1,0,0,0,0,1,0,1,0,0,1,0,0
10801,5,234,5,7,1691,1,0,0,0,0,1,0,1,0,0,1,0,0
10675,4,230,3,1,5114,1,0,0,0,0,1,0,1,0,1,0,0,1
9180,7,302,4,7,1915,0,0,0,0,1,0,1,0,0,0,0,1,1
4130,6,100,4,3,5756,0,1,0,0,0,0,0,0,1,0,1,0,0
10229,5,284,5,4,5343,1,0,0,0,0,1,0,0,1,0,0,1,1
449,4,140,2,22,1248,1,0,0,0,0,1,0,0,1,0,1,0,1
10968,4,257,5,4,1668,0,0,0,0,1,0,1,0,0,0,0,1,1
7542,6,226,3,4,4604,1,0,0,0,1,0,1,0,0,1,0,0,1
6300,6,258,4,2,1051,1,0,0,0,1,0,1,0,0,0,1,0,1
277,4,212,3,21,3307,1,0,0,0,0,1,1,0,0,0,1,0,0
9751,4,212,3,1,4518,0,0,0,0,0,1,0,0,1,0,1,0,1
4076,5,248,8,10,4583,0,1,0,0,0,0,0,0,1,0,1,0,1
7744,5,243,5,9,1312,1,0,0,1,0,0,0,0,1,0,1,0,1
6566,4,249,6,1,1398,1,1,0,0,0,0,0,1,0,0,1,0,1
9232,3,264,2,6,4102,0,0,0,1,0,0,0,0,1,0,1,0,0
4044,2,228,3,1,5500,1,0,0,0,1,0,0,0,1,1,0,0,1
8229,4,282,4,5,5422,1,0,1,0,0,0,1,0,0,0,0,1,0
1336,3,140,4,27,1184,1,0,0,1,0,0,0,0,1,0,1,0,0
9979,3,257,2,8,4242,1,0,0,0,0,1,0,1,0,0,0,1,0
2346,3,273,3,12,2154,1,0,0,0,1,0,0,0,1,0,1,0,1
3573,3,143,4,5,5545,1,0,1,0,0,0,1,0,0,0,0,1,0
2289,3,238,2,50,3438,1,0,1,0,0,0,0,0,1,0,0,1,1
8453,5,242,3,6,5013,1,0,0,0,0,1,0,0,1,0,0,1,1
1093,2,216,2,57,3807,1,0,0,0,0,1,1,0,0,0,0,1,1
2852,4,153,3,27,1613,1,1,0,0,0,0,0,1,0,0,1,0,1
9040,5,158,4,4,5687,1,0,0,1,0,0,1,0,0,0,0,1,1
9647,4,272,2,2,5022,0,0,0,0,0,1,0,0,1,0,1,0,0
1835,4,234,2,27,3393,1,0,0,0,0,1,0,0,1,1,0,0,0
5960,6,250,4,10,1623,1,1,0,0,0,0,0,0,1,0,1,0,0
165,3,166,4,17,1498,1,0,1,0,0,0,0,0,1,0,0,1,1
10121,3,274,4,7,4828,0,0,0,0,0,1,0,1,0,0,0,1,1
720,5,170,3,12,1018,1,0,0,0,1,0,0,0,1,0,1,0,1
3462,3,271,2,6,4218,0,0,0,0,1,0,0,0,1,0,0,1,0
6090,4,249,3,6,5051,1,0,0,0,1,0,0,0,1,0,1,0,1
412,4,142,4,12,1396,1,0,0,1,0,0,1,0,0,0,0,1,0
1676,3,240,2,2,3729,1,1,0,0,0,0,0,0,1,0,0,1,1
9486,3,211,2,9,4577,1,0,0,0,1,0,0,0,1,0,0,1,1
4959,5,191,4,10,4933,1,0,1,0,0,0,0,0,1,0,0,1,1
7517,3,179,2,3,5159,1,0,0,0,0,1,0,1,0,0,1,0,0
10919,5,221,6,7,1841,1,0,0,0,0,1,0,0,1,0,0,1,1
5722,6,266,4,8,1983,1,0,0,1,0,0,0,0,1,0,0,1,0
7221,3,268,4,4,5006,0,0,1,0,0,0,0,0,1,0,0,1,1
9264,4,255,4,10,4740,0,0,0,0,1,0,0,0,1,0,0,1,1
9047,3,226,3,5,5484,0,0,0,0,0,1,1,0,0,0,1,0,1
1250,4,192,4,46,3599,1,1,0,0,0,0,0,0,1,0,0,1,1
5693,3,145,3,10,5696,0,0,0,0,0,1,0,0,1,0,1,0,1
6197,4,268,4,3,5275,0,0,0,0,0,1,0,0,1,0,1,0,1
10686,5,184,5,5,4782,0,0,0,0,1,0,1,0,0,0,1,0,1
9332,6,144,4,5,4631,0,1,0,0,0,0,1,0,0,0,1,0,1
7500,7,300,4,10,1179,0,0,0,0,1,0,0,0,1,0,0,1,1
6248,5,145,3,2,4836,0,1,0,0,0,0,0,0,1,0,0,1,0
5130,4,172,2,7,4559,0,0,0,0,1,0,0,0,1,0,0,1,0
3042,4,267,3,53,3742,1,0,0,0,1,0,0,0,1,0,1,0,1
9817,4,207,3,1,4019,0,0,0,0,0,1,0,0,1,0,0,1,1
6043,6,250,4,3,1777,1,0,0,0,0,1,1,0,0,0,0,1,1
4665,3,184,4,2,4052,0,0,1,0,0,0,1,0,0,0,0,1,0
3435,3,217,2,9,5450,0,0,1,0,0,0,1,0,0,0,0,1,1
9849,5,243,3,10,4037,0,0,1,0,0,0,0,1,0,0,0,1,1
320,3,224,2,15,2701,1,1,0,0,0,0,0,0,1,0,0,1,1
3132,3,251,3,21,2476,1,0,0,0,1,0,0,1,0,0,1,0,1
9888,7,255,4,10,1372,0,0,0,0,1,0,0,0,1,0,0,1,1
7481,5,269,5,4,1454,0,0,0,0,0,1,0,0,1,0,1,0,0
2816,4,262,2,37,3523,1,1,0,0,0,0,0,0,1,0,1,0,1
3472,5,134,3,4,4908,0,0,0,1,0,0,0,0,1,0,0,1,0
7784,4,144,3,2,4264,0,1,0,0,0,0,0,1,0,0,1,0,0
1590,4,272,3,49,2803,1,0,0,0,1,0,0,0,1,0,0,1,0
10324,4,269,3,7,5211,1,0,0,1,0,0,0,0,1,0,1,0,1
2647,3,269,3,61,3542,1,0,0,0,0,1,0,0,1,0,1,0,0
2762,5,263,2,4,1092,1,1,0,0,0,0,0,0,1,0,0,1,1
5362,4,240,3,9,5170,1,0,0,1,0,0,0,0,1,0,0,1,0
112,4,175,2,25,1816,1,0,0,1,0,0,0,1,0,0,1,0,0
6587,6,254,4,3,1488,1,0,0,0,0,1,1,0,0,0,0,1,1
4805,7,278,4,5,1572,1,0,0,0,0,1,1,0,0,0,1,0,1
77,3,113,3,43,1518,1,0,0,0,0,1,0,0,1,0,1,0,1
321,4,141,3,12,1672,1,0,1,0,0,0,0,0,1,0,0,1,0
2574,4,189,2,63,3474,1,0,0,0,1,0,0,0,1,0,0,1,1
8847,4,224,3,6,5054,1,0,1,0,0,0,0,0,1,0,0,1,1
6204,5,216,4,8,5878,1,0,0,0,1,0,0,0,1,0,0,1,1
3779,2,111,2,1,4296,1,0,0,0,0,1,0,0,1,0,1,0,1
7164,5,225,5,7,1476,0,0,0,0,1,0,0,0,1,0,1,0,0
10442,4,264,6,7,1178,1,1,0,0,0,0,0,0,1,0,0,1,1
2582,5,230,2,48,3743,1,1,0,0,0,0,0,1,0,0,0,1,1
7519,4,155,3,2,4094,1,0,0,0,0,1,0,1,0,0,1,0,1
4993,3,268,3,6,5603,0,0,0,0,0,1,0,0,1,0,1,0,1
7870,5,223,3,7,4671,1,0,0,1,0,0,0,0,1,0,1,0,0
9115,3,247,3,9,5383,0,0,0,0,0,1,0,0,1,0,0,1,0
6412,3,215,2,7,5988,1,0,0,1,0,0,0,1,0,0,0,1,0
10187,5,243,6,7,1752,0,0,0,0,0,1,0,0,1,0,0,1,0
3274,3,237,3,4,5561,1,0,0,1,0,0,0,1,0,0,1,0,0
10667,4,263,6,8,1123,1,0,0,0,0,1,0,1,0,0,0,1,0
4346,4,280,5,3,5034,0,1,0,0,0,0,0,0,1,0,1,0,1
8942,3,266,3,8,4574,0,1,0,0,0,0,0,0,1,0,1,0,1
2226,4,180,4,14,1686,1,0,0,0,1,0,0,0,1,0,1,0,0
2214,4,182,2,54,3261,1,0,0,0,1,0,0,0,1,0,0,1,1
5184,3,111,2,4,4245,1,0,0,0,1,0,0,1,0,0,1,0,1
8754,6,220,4,5,5465,1,0,0,0,1,0,0,1,0,0,1,0,0
7037,3,166,2,10,4137,0,0,0,0,0,1,0,0,1,0,1,0,1
9166,6,294,3,7,1455,0,0,0,1,0,0,0,1,0,0,0,1,0
4666,3,202,3,2,5208,0,0,0,1,0,0,1,0,0,0,1,0,0
8147,3,200,3,2,4777,1,0,0,0,0,1,0,0,1,1,0,0,1
2344,4,210,3,46,2344,1,0,0,1,0,0,1,0,0,0,1,0,1
9749,3,147,2,6,4350,0,0,0,0,0,1,0,0,1,0,0,1,0
5118,5,139,4,9,5070,1,0,0,0,1,0,0,0,1,0,1,0,1
10253,3,263,3,10,4911,0,0,0,0,0,1,0,1,0,1,0,0,0
6434,4,238,2,9,4937,0,1,0,0,0,0,1,0,0,0,0,1,1
7118,3,221,3,8,4523,0,1,0,0,0,0,0,1,0,0,0,1,1
4598,2,255,3,1,5929,0,1,0,0,0,0,0,0,1,0,0,1,1
6060,4,199,3,8,4391,1,0,0,0,1,0,0,0,1,0,1,0,0
10116,4,170,3,3,4695,1,0,0,0,1,0,0,1,0,0,0,1,0
9787,2,206,2,7,4721,0,0,0,0,0,1,0,0,1,0,1,0,0
2613,4,273,5,6,2126,1,0,1,0,0,0,1,0,0,0,0,1,1
4990,2,198,2,6,1996,0,0,0,1,0,0,0,0,1,0,0,1,1
2711,5,246,2,13,2652,1,0,0,0,0,1,0,0,1,0,0,1,0
799,5,249,4,38,2797,1,0,0,0,0,1,0,1,0,0,0,1,1
3912,4,121,5,8,4233,1,0,0,0,1,0,0,0,1,0,1,0,1
1132,3,175,3,45,1212,1,0,0,1,0,0,0,0,1,1,0,0,1
1987,2,151,3,22,1024,1,0,0,0,0,1,0,0,1,0,0,1,0
9913,7,277,5,7,1260,1,0,0,0,0,1,0,0,1,0,1,0,1
10195,4,264,6,10,1962,1,0,0,0,0,1,0,0,1,0,0,1,1
5276,6,294,4,4,1302,0,1,0,0,0,0,0,0,1,0,1,0,0
9745,4,264,2,9,4490,0,0,0,0,0,1,0,0,1,0,1,0,1
6785,4,189,2,7,4765,0,0,0,0,0,1,0,0,1,0,1,0,1
9736,4,111,2,4,5393,0,0,0,1,0,0,1,0,0,1,0,0,1
10614,3,228,4,7,4068,1,0,0,0,1,0,0,0,1,0,1,0,1
7198,6,291,4,5,1112,1,0,0,1,0,0,0,0,1,0,1,0,1
4529,4,142,10,5,4147,1,0,0,0,0,1,1,0,0,1,0,0,1
10886,4,226,2,2,4332,0,1,0,0,0,0,0,0,1,0,1,0,1
6382,4,214,2,10,4447,0,0,0,1,0,0,0,0,1,0,1,0,1
7237,3,238,3,6,5092,0,0,0,0,0,1,0,1,0,0,0,1,1
4307,4,135,3,6,5266,1,0,0,0,0,1,0,0,1,0,0,1,1
9065,4,263,3,4,4935,1,0,0,0,0,1,0,0,1,0,0,1,0
9351,7,267,4,9,1261,1,0,1,0,0,0,0,0,1,0,0,1,0
3470,2,107,3,2,4853,0,1,0,0,0,0,0,0,1,0,0,1,0
8456,3,124,2,1,5709,1,1,0,0,0,0,0,0,1,0,0,1,0
1020,3,166,3,43,1095,1,0,0,0,1,0,0,0,1,0,0,1,0
2811,3,230,2,15,2302,1,0,1,0,0,0,0,0,1,0,0,1,1
8936,4,225,5,3,1224,0,1,0,0,0,0,0,0,1,0,0,1,0
3346,4,151,4,10,4796,0,0,0,1,0,0,0,0,1,0,0,1,0
8973,5,160,4,5,5841,0,0,1,0,0,0,0,0,1,0,0,1,0
9061,2,160,6,9,4972,1,0,0,0,0,1,0,0,1,0,0,1,1
9575,5,199,3,6,5547,1,0,0,0,0,1,0,1,0,1,0,0,0
3086,3,223,2,64,3595,1,1,0,0,0,0,0,0,1,0,1,0,0
4994,3,269,3,6,4260,1,1,0,0,0,0,0,0,1,1,0,0,1
9827,5,143,2,1,5872,1,0,0,0,0,1,0,0,1,0,1,0,0
8736,4,229,2,9,5672,1,0,0,0,1,0,0,0,1,0,1,0,1
1757,4,217,3,51,3144,1,0,0,0,0,1,0,1,0,0,1,0,0
6346,4,223,3,7,5935,0,0,0,1,0,0,0,0,1,0,0,1,1
1079,2,141,3,27,1628,1,0,0,0,0,1,0,1,0,0,0,1,1
3241,3,170,3,5,4716,1,0,0,0,0,1,0,0,1,0,1,0,0
2236,4,275,3,26,2449,1,0,0,1,0,0,0,0,1,0,0,1,0
4185,5,228,4,6,4946,1,0,1,0,0,0,0,0,1,0,1,0,0
10000,4,234,2,4,5164,0,0,0,1,0,0,1,0,0,0,0,1,1
6420,4,181,3,1,5310,0,0,0,0,1,0,0,1,0,0,0,1,0
8180,3,189,2,5,4738,0,1,0,0,0,0,0,0,1,0,1,0,1
9539,5,275,2,7,5292,0,0,0,0,0,1,0,0,1,0,0,1,0
4019,3,226,3,8,5203,1,0,0,0,0,1,0,0,1,0,1,0,0
1751,4,136,3,6,1900,1,0,0,0,0,1,0,0,1,0,1,0,0
2205,6,229,3,13,2322,1,0,1,0,0,0,1,0,0,0,0,1,0
4800,7,291,4,2,1216,1,0,0,0,1,0,1,0,0,0,1,0,0
943,4,186,10,45,3722,1,0,0,0,0,1,0,1,0,0,1,0,0
9062,4,251,4,10,5984,0,1,0,0,0,0,0,0,1,0,1,0,1
4318,4,249,10,2,4190,0,0,0,1,0,0,0,0,1,0,0,1,1
2315,4,135,2,22,1195,1,0,0,0,0,1,0,1,0,1,0,0,1
6610,6,283,4,1,1384,1,0,0,1,0,0,0,0,1,0,0,1,0
10575,4,184,3,5,4712,1,0,1,0,0,0,0,0,1,0,1,0,1
5509,6,304,4,6,1342,0,0,0,0,0,1,0,0,1,0,1,0,0
5526,6,252,4,9,1460,0,0,0,0,1,0,0,0,1,0,1,0,1
9220,5,156,3,6,5231,1,0,0,1,0,0,0,0,1,0,1,0,1
5761,7,244,5,10,1913,1,0,0,0,0,1,1,0,0,0,0,1,1
10790,4,224,5,5,1184,0,1,0,0,0,0,0,0,1,0,0,1,1
8694,3,220,3,9,5672,1,0,0,0,1,0,0,0,1,0,1,0,1
2584,2,285,2,16,2223,1,0,0,1,0,0,0,1,0,0,0,1,1
3211,3,251,2,4,4015,0,0,0,0,0,1,0,0,1,0,1,0,0
10290,4,266,2,4,5116,0,0,0,0,1,0,1,0,0,1,0,0,0
8039,4,245,5,3,1537,0,0,0,0,0,1,0,0,1,0,1,0,1
1610,5,259,3,38,3720,1,1,0,0,0,0,0,0,1,0,1,0,1
6900,5,260,5,6,1860,0,0,0,0,1,0,0,0,1,0,1,0,1
4940,3,251,3,4,4156,1,1,0,0,0,0,1,0,0,1,0,0,1
6303,6,301,4,3,1958,0,0,1,0,0,0,1,0,0,0,1,0,1
10261,4,160,2,1,5741,1,0,0,0,0,1,0,1,0,0,0,1,0
10816,3,176,3,9,5575,0,0,0,1,0,0,0,1,0,0,0,1,0
10979,4,253,5,3,1086,1,0,0,0,0,1,0,0,1,0,1,0,1
3305,5,208,2,8,5218,0,0,0,0,0,1,0,0,1,0,1,0,1
2930,4,255,3,60,2777,1,1,0,0,0,0,0,0,1,0,0,1,1
1352,4,162,2,47,1540,1,1,0,0,0,0,0,1,0,0,1,0,1
291,4,206,3,23,3807,1,0,1,0,0,0,0,0,1,0,0,1,0
1691,4,189,3,6,3671,1,0,0,0,0,1,0,0,1,0,0,1,0
7890,3,262,2,7,5141,1,0,0,0,1,0,0,0,1,0,1,0,0
8970,4,247,2,9,4656,0,0,0,0,1,0,0,0,1,0,0,1,1
3382,3,205,8,5,4869,1,0,0,1,0,0,0,0,1,0,0,1,1
5078,4,181,3,10,4541,1,1,0,0,0,0,1,0,0,0,0,1,0
3344,3,133,2,7,4663,0,1,0,0,0,0,0,0,1,0,1,0,1
9906,6,173,3,4,5970,0,0,0,0,1,0,0,0,1,0,0,1,1
1883,3,241,10,41,3015,1,0,0,0,0,1,0,0,1,0,0,1,0
6678,3,135,2,9,5614,1,0,0,0,1,0,0,0,1,0,0,1,1
2675,3,109,3,30,1597,1,0,0,0,0,1,0,0,1,0,1,0,1
2696,4,191,2,65,3082,1,1,0,0,0,0,0,0,1,1,0,0,0
3370,4,151,4,3,5470,0,0,0,1,0,0,0,0,1,0,0,1,0
9858,6,166,5,3,4596,1,0,0,0,1,0,0,1,0,0,0,1,1
5214,6,291,4,8,1019,0,0,0,0,1,0,1,0,0,0,1,0,0
4151,4,177,2,6,5116,0,0,0,0,0,1,0,0,1,0,1,0,1
9676,6,259,4,5,1771,1,0,0,1,0,0,0,0,1,0,1,0,0
10742,5,219,6,9,1019,0,1,0,0,0,0,0,0,1,0,1,0,1
3727,3,148,4,1,4249,0,0,0,0,0,1,0,0,1,1,0,0,1
5197,3,221,10,10,5473,0,0,0,0,0,1,0,1,0,0,0,1,0
6783,5,249,3,9,5978,1,0,1,0,0,0,0,0,1,0,1,0,0
7346,3,206,2,7,4185,1,1,0,0,0,0,0,0,1,0,1,0,1
3935,3,139,2,3,4226,0,0,0,0,0,1,0,0,1,0,0,1,0
8182,3,196,3,1,5303,1,0,0,1,0,0,0,0,1,0,1,0,0
5076,3,217,3,9,4306,0,0,0,0,1,0,1,0,0,0,1,0,0
4739,3,233,3,7,5787,0,0,0,0,0,1,0,0,1,0,0,1,1
140,4,264,3,59,2020,1,1,0,0,0,0,1,0,0,1,0,0,0
4595,4,192,4,2,5503,0,0,0,0,0,1,0,0,1,0,0,1,1
798,4,184,3,19,2774,1,0,0,0,1,0,0,1,0,0,0,1,1
2045,3,273,4,12,2151,1,0,0,0,0,1,0,1,0,0,1,0,0
1099,4,163,2,12,1092,1,0,0,0,0,1,1,0,0,0,1,0,1
246,2,139,3,3,1788,1,0,0,0,1,0,0,0,1,0,1,0,1
290,4,270,3,12,3279,1,1,0,0,0,0,1,0,0,0,1,0,0
9707,5,249,6,8,1170,1,0,0,0,0,1,0,1,0,0,1,0,0
10509,3,247,2,2,4975,1,0,1,0,0,0,0,0,1,0,1,0,0
6469,5,189,5,7,4869,0,0,0,0,0,1,0,0,1,0,1,0,0
1003,3,254,3,3,2837,1,0,0,0,0,1,0,0,1,0,0,1,0
5286,3,218,2,4,5142,0,0,0,0,1,0,0,0,1,0,1,0,0
7763,6,272,4,10,1171,1,0,0,0,0,1,0,0,1,0,0,1,1
2721,4,238,3,13,2042,1,0,1,0,0,0,0,1,0,0,1,0,1
5937,3,265,3,8,5070,0,0,1,0,0,0,0,0,1,0,0,1,1
5107,6,257,4,3,5656,1,0,0,0,0,1,0,0,1,0,0,1,1
