,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Gender_F
3645,3,1,244,3,1,5695,0,1,0,0,0,0,0,1,0,0,1,1
5121,3,1,206,3,5,5676,0,1,0,0,0,0,0,1,0,0,1,0
997,3,5,164,3,43,1423,0,0,0,0,1,0,0,1,0,0,1,1
8677,4,5,159,5,2,5654,0,0,0,0,1,0,0,1,0,0,1,1
9980,4,3,227,3,8,5829,1,0,0,0,0,0,1,0,0,0,1,0
3439,4,5,259,3,10,4921,0,0,0,0,1,1,0,0,0,0,1,0
5262,6,4,285,4,6,1582,0,0,0,1,0,0,0,1,0,0,1,0
9029,6,3,171,3,1,4952,0,0,0,0,1,0,1,0,0,1,0,1
2785,5,3,149,7,51,1425,0,0,0,0,1,0,0,1,0,0,1,1
3677,3,1,180,6,5,4802,0,0,0,0,1,0,1,0,0,1,0,0
8911,6,5,243,4,6,1898,0,0,0,0,1,1,0,0,0,1,0,1
7720,7,1,285,4,2,1516,0,0,1,0,0,0,0,1,0,1,0,0
9228,4,5,190,3,6,4671,0,0,0,1,0,0,0,1,0,0,1,0
10213,6,1,250,4,5,1747,0,0,0,0,1,0,0,1,0,0,1,0
5102,2,4,126,5,2,5461,1,0,0,0,0,0,0,1,0,0,1,0
1264,4,3,142,2,63,1615,0,0,1,0,0,0,0,1,0,0,1,1
1914,5,2,223,3,51,3687,0,0,0,1,0,1,0,0,0,1,0,1
2027,3,5,187,3,20,2374,0,0,0,0,1,0,0,1,0,1,0,0
8246,3,2,215,4,1,4158,1,0,0,0,0,0,0,1,1,0,0,0
5052,4,1,133,2,1,5274,0,0,0,1,0,0,1,0,0,0,1,0
10595,4,5,183,2,1,4741,0,0,0,0,1,0,0,1,0,1,0,1
2654,2,5,150,3,16,1738,1,0,0,0,0,0,0,1,0,1,0,1
5857,4,3,218,5,2,4823,0,0,0,0,1,0,0,1,0,1,0,0
1348,4,5,253,2,43,2589,0,0,1,0,0,0,1,0,0,0,1,1
2472,4,5,156,3,60,1553,0,0,0,1,0,1,0,0,0,1,0,1
1332,4,5,269,4,60,3456,0,0,0,1,0,0,0,1,0,0,1,0
4995,4,4,275,3,10,5674,0,1,0,0,0,0,0,1,0,1,0,0
7515,5,5,240,5,7,1255,0,1,0,0,0,0,1,0,0,0,1,0
9985,4,4,233,3,9,4300,0,0,0,0,1,0,1,0,0,1,0,0
6044,4,3,266,5,5,1590,1,0,0,0,0,1,0,0,1,0,0,1
3618,4,5,237,2,6,5954,0,0,0,1,0,0,0,1,0,0,1,1
3877,4,3,250,6,7,5115,0,0,0,0,1,0,0,1,0,0,1,0
1492,5,1,105,5,1,1101,0,0,1,0,0,0,1,0,0,1,0,0
9425,4,5,251,5,10,1683,0,0,0,0,1,0,0,1,0,0,1,0
10111,4,4,258,3,2,5420,0,0,0,0,1,0,1,0,1,0,0,0
1114,5,2,178,3,60,1176,0,0,1,0,0,0,0,1,0,0,1,0
8666,5,5,161,3,5,4702,1,0,0,0,0,0,0,1,0,1,0,1
9902,3,5,161,3,10,5663,1,0,0,0,0,0,0,1,0,1,0,1
6245,5,5,216,4,1,4092,0,0,0,0,1,0,0,1,0,0,1,1
807,2,4,136,6,53,1213,0,1,0,0,0,0,1,0,0,1,0,1
4922,3,1,209,2,1,5779,1,0,0,0,0,0,1,0,1,0,0,1
8631,5,3,232,5,1,1835,0,1,0,0,0,1,0,0,0,1,0,1
7622,3,5,266,2,3,5195,1,0,0,0,0,0,0,1,1,0,0,1
4646,3,1,204,3,9,5093,1,0,0,0,0,0,1,0,1,0,0,1
6994,4,3,254,2,3,5546,0,0,1,0,0,1,0,0,0,1,0,0
6318,6,3,191,6,2,4471,0,0,0,1,0,1,0,0,0,0,1,1
4689,3,3,157,3,10,4877,0,1,0,0,0,0,0,1,0,0,1,0
10705,5,4,228,5,9,1044,0,0,0,0,1,0,0,1,0,1,0,0
4406,3,3,269,3,5,4197,1,0,0,0,0,0,0,1,0,0,1,0
6819,6,5,261,4,9,1266,0,1,0,0,0,0,0,1,0,1,0,1
6510,6,2,246,4,7,1071,0,0,0,1,0,0,0,1,0,0,1,0
7218,5,5,262,5,9,1400,0,0,0,1,0,0,0,1,0,1,0,0
2068,5,4,178,7,36,1179,0,0,1,0,0,1,0,0,0,0,1,1
5745,4,3,189,3,4,4410,0,1,0,0,0,0,1,0,0,0,1,1
131,3,4,144,3,50,1865,0,0,0,0,1,0,1,0,0,1,0,0
4470,6,5,213,4,3,5549,0,0,0,1,0,0,0,1,0,0,1,1
1803,3,4,151,3,16,1020,0,1,0,0,0,0,0,1,0,1,0,0
2035,5,2,142,2,55,1758,0,0,0,0,1,0,1,0,0,1,0,1
10572,5,1,208,2,9,4887,0,0,0,1,0,0,0,1,0,1,0,1
3666,4,4,274,3,3,4202,0,0,0,1,0,0,0,1,1,0,0,1
4685,4,3,195,2,8,4576,0,0,0,0,1,0,0,1,0,1,0,0
3896,4,1,247,2,3,4113,1,0,0,0,0,0,0,1,0,1,0,0
1108,4,4,232,3,61,2484,0,0,1,0,0,1,0,0,0,0,1,1
4401,4,3,218,2,7,4423,0,1,0,0,0,0,0,1,0,1,0,1
10310,4,4,163,3,8,4921,1,0,0,0,0,0,0,1,0,1,0,0
9887,5,2,243,5,4,1385,0,0,0,0,1,0,0,1,0,0,1,1
7970,3,1,142,4,7,4780,1,0,0,0,0,0,0,1,0,0,1,0
7616,4,5,145,2,2,4686,1,0,0,0,0,0,0,1,0,1,0,1
9558,3,5,157,4,2,4640,0,0,0,1,0,0,0,1,0,0,1,1
7468,6,1,286,4,1,1636,0,0,1,0,0,0,0,1,0,0,1,0
2211,4,2,204,3,14,3829,0,1,0,0,0,0,0,1,0,0,1,0
6877,5,2,244,6,5,1702,0,0,0,0,1,0,0,1,0,1,0,0
8262,4,1,226,5,2,1912,0,0,0,1,0,0,0,1,0,0,1,1
8179,4,3,225,2,2,4520,0,0,0,0,1,0,0,1,0,1,0,0
10915,4,4,220,10,7,4598,0,0,0,0,1,0,0,1,0,0,1,1
4103,4,3,139,3,1,4986,0,0,0,0,1,0,1,0,0,1,0,1
1934,4,4,216,4,27,3740,1,0,0,0,0,1,0,0,0,0,1,0
4059,4,3,261,3,1,4590,0,1,0,0,0,0,0,1,0,0,1,0
9857,4,5,270,3,1,4131,0,0,0,0,1,0,1,0,0,1,0,0
6644,4,3,258,2,3,4555,1,0,0,0,0,0,0,1,0,1,0,1
10580,3,1,235,3,9,5735,1,0,0,0,0,0,0,1,0,1,0,1
3980,5,3,244,2,5,4713,1,0,0,0,0,1,0,0,0,1,0,0
9789,5,5,167,3,10,5591,0,1,0,0,0,0,0,1,0,1,0,0
6357,3,1,210,2,9,5932,0,1,0,0,0,0,0,1,0,1,0,0
4606,3,1,233,2,1,5073,0,0,1,0,0,0,0,1,1,0,0,0
5090,4,4,168,3,6,5488,1,0,0,0,0,0,0,1,0,1,0,0
5645,2,3,247,4,5,5725,0,0,0,0,1,0,0,1,0,1,0,0
10007,4,3,183,3,6,5712,0,0,0,0,1,1,0,0,0,1,0,1
10177,6,3,284,4,3,1291,0,0,0,0,1,0,0,1,0,1,0,1
3168,3,1,273,6,9,1198,0,0,0,1,0,0,0,1,0,1,0,1
7728,5,2,236,6,6,1552,0,0,0,1,0,0,0,1,0,1,0,1
8791,5,2,211,2,2,5077,0,0,0,0,1,0,0,1,0,0,1,1
5535,7,1,244,5,3,1418,0,1,0,0,0,0,0,1,0,0,1,1
8842,3,1,211,3,1,4889,0,0,1,0,0,0,0,1,0,0,1,0
9350,6,4,286,4,1,1570,1,0,0,0,0,0,0,1,0,0,1,1
2895,3,5,152,2,6,1800,0,1,0,0,0,0,0,1,0,0,1,1
5634,3,4,145,2,5,5513,0,0,0,1,0,0,0,1,1,0,0,1
7835,3,5,139,2,6,5181,0,0,0,0,1,0,0,1,0,1,0,1
10709,5,1,241,5,5,1116,0,0,0,0,1,0,0,1,0,1,0,1
6084,2,1,192,3,9,4774,0,0,0,1,0,0,0,1,0,1,0,1
3318,3,2,254,2,1,4334,0,0,0,1,0,0,0,1,0,1,0,0
9344,4,1,253,3,9,5502,1,0,0,0,0,0,0,1,0,0,1,1
8892,5,2,223,5,6,1883,0,0,0,1,0,0,1,0,0,0,1,1
5620,4,2,200,2,8,4222,0,0,1,0,0,1,0,0,0,1,0,1
6164,3,5,151,3,1,4088,1,0,0,0,0,1,0,0,0,1,0,1
8932,6,3,258,4,9,1924,0,0,1,0,0,0,0,1,0,0,1,0
6979,3,5,139,3,1,4060,0,0,0,0,1,0,1,0,0,1,0,1
7965,5,4,223,3,7,5738,0,1,0,0,0,0,0,1,0,0,1,0
9034,3,1,162,4,4,5683,0,0,1,0,0,0,1,0,0,0,1,1
8642,4,5,273,5,2,1441,1,0,0,0,0,1,0,0,0,1,0,0
8240,4,4,221,10,6,5582,1,0,0,0,0,0,0,1,1,0,0,0
4987,6,4,260,4,1,1726,0,0,0,0,1,0,0,1,0,0,1,0
1560,3,3,237,3,57,3761,0,0,0,1,0,0,0,1,0,0,1,0
707,3,3,241,3,5,2713,0,0,0,0,1,0,0,1,0,1,0,0
5541,4,4,260,2,3,5801,0,1,0,0,0,0,0,1,0,1,0,0
647,5,2,105,4,1,1622,0,0,0,0,1,0,0,1,1,0,0,0
8399,5,1,139,3,1,5953,0,0,0,0,1,0,0,1,0,0,1,1
2316,5,5,234,2,50,3914,0,0,0,1,0,0,1,0,1,0,0,0
1329,3,1,184,3,49,2823,0,1,0,0,0,0,0,1,0,0,1,1
5977,4,2,252,3,4,5782,0,0,0,0,1,0,0,1,0,0,1,1
2537,3,4,240,2,33,3489,0,0,0,0,1,0,0,1,0,1,0,1
5699,3,1,170,2,2,5662,0,0,0,0,1,0,0,1,0,1,0,1
7942,4,4,269,10,3,4488,0,0,1,0,0,1,0,0,1,0,0,1
1964,6,5,212,4,13,3676,1,0,0,0,0,0,0,1,0,0,1,1
4292,3,2,133,3,1,5026,1,0,0,0,0,0,0,1,0,0,1,0
3944,3,5,159,2,6,5804,1,0,0,0,0,0,0,1,0,0,1,0
2085,4,2,233,7,56,3925,0,1,0,0,0,0,0,1,0,0,1,0
6433,3,4,159,3,4,4756,0,0,0,0,1,0,1,0,1,0,0,0
7485,6,2,219,5,9,1071,0,1,0,0,0,0,0,1,0,1,0,1
6568,6,2,308,5,6,1118,0,0,1,0,0,0,1,0,0,0,1,1
4923,4,5,203,2,8,4450,0,1,0,0,0,0,1,0,0,0,1,1
10523,4,4,238,4,1,5702,0,0,0,0,1,0,1,0,1,0,0,0
8733,4,5,142,2,10,5428,0,1,0,0,0,0,0,1,0,0,1,0
8660,4,2,271,5,4,1633,1,0,0,0,0,0,0,1,0,0,1,0
7767,6,4,268,4,9,1354,0,1,0,0,0,0,0,1,0,0,1,0
3837,6,5,212,2,5,4804,0,1,0,0,0,1,0,0,0,1,0,1
1350,4,1,202,3,59,2563,0,0,0,1,0,0,1,0,1,0,0,0
1339,2,2,240,3,53,2980,0,0,0,0,1,0,0,1,0,1,0,0
6756,4,3,239,3,9,5897,0,0,0,1,0,0,0,1,0,0,1,0
4369,3,5,244,3,3,4652,0,0,0,0,1,0,1,0,0,1,0,0
252,2,1,157,3,58,1930,0,0,0,1,0,0,1,0,0,1,0,0
3090,3,2,145,2,44,1212,0,0,0,1,0,0,0,1,0,1,0,1
1364,5,4,144,3,59,1178,1,0,0,0,0,0,1,0,0,1,0,1
9204,3,3,187,6,2,4549,0,0,0,1,0,0,0,1,0,1,0,1
10458,4,4,255,6,2,1430,0,0,0,1,0,0,0,1,0,1,0,1
6839,4,5,201,10,7,5340,0,0,0,0,1,0,1,0,0,1,0,1
1973,5,1,201,3,19,2696,0,0,0,0,1,0,0,1,0,0,1,0
2416,3,1,153,2,6,1314,0,0,1,0,0,0,0,1,0,1,0,1
8463,4,1,202,2,10,5428,0,1,0,0,0,0,0,1,0,0,1,0
10952,5,1,260,5,3,1705,1,0,0,0,0,0,1,0,0,1,0,1
2595,4,2,168,3,59,1717,0,1,0,0,0,0,1,0,0,1,0,0
724,4,3,250,2,46,2878,0,0,1,0,0,0,0,1,0,1,0,1
6552,5,4,254,5,7,1545,0,0,0,1,0,0,1,0,0,0,1,0
3810,4,3,257,10,3,5881,0,0,0,1,0,0,1,0,0,0,1,1
3855,3,3,185,4,6,4015,0,1,0,0,0,0,0,1,0,1,0,1
7646,5,5,254,2,6,4934,1,0,0,0,0,0,1,0,0,0,1,0
1194,4,1,127,8,12,1519,0,0,0,1,0,0,0,1,0,1,0,1
6199,5,2,280,4,8,4539,0,0,0,0,1,0,0,1,0,1,0,0
9119,4,1,225,2,5,5714,0,0,0,0,1,0,0,1,0,0,1,0
9986,4,5,244,3,3,5857,1,0,0,0,0,0,1,0,0,0,1,0
4657,4,1,273,2,10,5832,0,0,0,0,1,1,0,0,1,0,0,1
4932,5,1,266,3,10,5858,0,0,0,1,0,1,0,0,0,1,0,0
4100,2,1,151,3,5,5982,1,0,0,0,0,0,1,0,0,1,0,1
3282,3,4,175,3,3,4449,0,0,0,1,0,0,1,0,0,1,0,1
9298,3,2,221,2,10,4312,0,0,1,0,0,0,1,0,0,1,0,1
125,3,3,203,2,25,3607,0,0,0,0,1,0,1,0,0,1,0,0
10802,4,5,229,5,3,1954,1,0,0,0,0,0,1,0,0,1,0,1
6471,4,4,266,3,3,5531,0,1,0,0,0,0,0,1,0,1,0,0
118,2,5,263,3,5,2947,0,0,1,0,0,0,1,0,0,1,0,1
2062,4,3,213,2,27,2034,0,0,1,0,0,1,0,0,0,1,0,0
9093,6,5,289,4,5,1600,0,1,0,0,0,0,0,1,0,1,0,0
9914,6,2,259,4,10,2000,1,0,0,0,0,0,0,1,0,1,0,1
5772,6,4,270,4,10,1199,0,0,0,1,0,0,0,1,0,1,0,1
1687,5,1,258,2,48,3717,0,0,0,0,1,0,0,1,0,0,1,1
47,5,1,160,2,32,1576,0,0,0,0,1,0,0,1,0,1,0,0
3911,4,3,104,4,3,4548,0,0,0,0,1,0,0,1,0,0,1,0
1456,3,5,156,3,44,1424,0,0,1,0,0,0,0,1,0,0,1,0
5097,5,4,202,5,6,5230,0,1,0,0,0,0,0,1,0,1,0,1
366,3,4,122,3,15,1354,0,0,0,1,0,0,0,1,1,0,0,1
3074,3,2,255,2,18,3732,1,0,0,0,0,0,0,1,0,1,0,0
10929,5,4,232,5,5,1337,0,1,0,0,0,0,0,1,0,0,1,0
7401,5,4,257,5,1,1778,0,1,0,0,0,1,0,0,0,1,0,1
2913,6,1,250,5,53,3352,0,1,0,0,0,0,0,1,0,1,0,1
8869,4,4,261,5,2,1829,0,0,0,0,1,0,0,1,0,0,1,1
10452,5,5,234,5,9,1812,0,0,0,1,0,0,0,1,0,0,1,0
84,4,5,197,2,40,2710,0,0,0,1,0,0,0,1,0,0,1,1
3030,3,4,209,3,37,3650,0,0,0,1,0,1,0,0,1,0,0,1
367,3,3,135,3,8,1074,0,0,0,0,1,0,0,1,0,1,0,0
843,5,4,182,5,23,3398,0,1,0,0,0,0,0,1,0,0,1,1
4513,4,4,197,5,8,4793,0,0,0,0,1,0,1,0,0,1,0,0
7271,4,2,220,2,5,5864,0,0,0,0,1,1,0,0,0,0,1,0
8057,4,3,136,3,6,4911,0,0,0,0,1,0,1,0,0,1,0,0
7578,4,4,188,3,7,5720,0,0,0,1,0,0,0,1,0,1,0,0
10211,4,3,271,5,6,1555,0,0,0,0,1,0,0,1,0,1,0,0
5534,6,1,271,4,9,1302,1,0,0,0,0,0,0,1,0,1,0,1
1907,4,5,238,2,1,2644,0,0,0,0,1,0,1,0,0,1,0,1
4531,6,1,174,10,7,4287,0,0,0,0,1,1,0,0,0,0,1,0
10278,4,3,164,3,4,4495,0,0,0,1,0,1,0,0,0,0,1,1
4376,3,2,244,3,10,4636,1,0,0,0,0,0,1,0,0,0,1,0
9809,2,4,246,2,10,5337,0,0,0,0,1,0,0,1,0,1,0,0
4562,6,4,272,4,7,1706,1,0,0,0,0,0,0,1,0,1,0,1
6189,4,4,274,2,3,4257,0,1,0,0,0,0,0,1,0,1,0,1
10201,6,4,271,4,6,1503,0,0,0,0,1,0,0,1,0,1,0,1
1819,2,3,169,3,48,1279,0,0,0,0,1,0,0,1,0,0,1,0
8296,3,2,215,4,2,4673,0,0,1,0,0,0,0,1,1,0,0,0
3581,3,3,271,2,8,4444,0,0,0,0,1,0,0,1,0,1,0,1
6850,3,3,180,7,4,5068,0,0,1,0,0,1,0,0,0,0,1,1
4599,5,3,223,2,9,5735,0,1,0,0,0,0,0,1,0,0,1,1
729,3,1,151,2,4,1748,0,1,0,0,0,0,0,1,0,1,0,1
4988,6,5,254,4,7,1674,1,0,0,0,0,0,0,1,0,1,0,0
5514,5,3,287,4,2,1437,0,0,0,1,0,0,0,1,0,1,0,0
8947,4,4,220,3,4,5622,0,0,0,0,1,0,0,1,0,1,0,1
4372,3,3,190,3,2,4468,0,0,1,0,0,0,1,0,0,0,1,0
9418,5,4,238,6,6,1850,0,0,1,0,0,0,0,1,0,1,0,0
7102,5,2,275,5,10,1924,0,0,1,0,0,0,1,0,0,1,0,1
5949,4,3,198,7,1,5315,0,1,0,0,0,0,0,1,0,0,1,1
9348,6,2,255,4,9,1157,0,0,0,1,0,0,0,1,0,1,0,0
7947,4,1,254,7,5,4104,0,1,0,0,0,1,0,0,0,1,0,0
6742,4,2,200,3,7,4323,0,0,1,0,0,0,0,1,0,0,1,0
3730,3,3,115,6,6,5636,0,0,1,0,0,0,0,1,1,0,0,1
4240,3,1,235,4,7,4833,0,0,1,0,0,0,1,0,1,0,0,0
2700,3,5,225,2,56,2596,0,0,0,1,0,0,0,1,0,1,0,1
3114,4,2,217,3,1,3133,0,0,0,1,0,0,0,1,0,1,0,0
6119,4,1,206,5,7,5941,0,0,0,0,1,0,0,1,0,0,1,1
6758,4,5,156,3,5,4610,1,0,0,0,0,0,0,1,0,1,0,0
1038,4,3,97,2,26,1598,0,0,0,1,0,0,0,1,0,1,0,0
2786,3,5,206,3,21,3746,1,0,0,0,0,0,0,1,0,0,1,0
2738,5,4,226,3,46,3149,1,0,0,0,0,1,0,0,0,1,0,1
7182,4,4,184,3,4,1330,0,0,0,1,0,0,0,1,0,1,0,0
2141,3,3,261,3,14,3479,0,0,0,0,1,0,0,1,0,0,1,0
2475,5,3,265,3,30,2293,0,1,0,0,0,1,0,0,0,0,1,0
7759,7,5,253,4,10,1166,0,0,0,0,1,0,0,1,0,1,0,0
10191,7,3,306,4,4,1630,0,1,0,0,0,0,0,1,0,1,0,1
10839,4,3,148,3,8,4240,0,1,0,0,0,1,0,0,0,0,1,0
2358,3,2,213,2,22,3248,0,0,0,1,0,0,0,1,0,1,0,0
6546,6,3,287,4,8,1850,0,0,0,1,0,0,0,1,0,0,1,1
10656,2,5,277,3,6,1032,0,0,0,1,0,0,0,1,0,0,1,0
3225,4,4,151,2,3,4105,0,1,0,0,0,0,0,1,0,1,0,0
3770,3,5,157,3,7,5100,1,0,0,0,0,0,0,1,0,1,0,0
3436,2,3,160,2,3,4409,0,0,1,0,0,1,0,0,1,0,0,0
10637,5,4,151,3,10,4611,0,0,0,0,1,0,0,1,0,1,0,1
2028,2,4,183,3,12,3090,0,0,0,1,0,0,1,0,0,1,0,1
8783,4,5,229,4,6,4157,0,0,0,0,1,1,0,0,0,0,1,1
6636,4,1,155,5,1,5986,0,0,0,1,0,0,0,1,0,1,0,1
10174,4,4,196,3,2,4320,0,0,1,0,0,0,0,1,0,0,1,1
994,5,1,259,3,37,3023,0,0,1,0,0,0,0,1,1,0,0,1
7433,4,4,144,3,7,5351,0,0,0,0,1,0,0,1,0,1,0,1
1022,3,4,260,3,21,2003,1,0,0,0,0,0,0,1,0,1,0,1
3156,3,5,132,3,7,4013,0,0,0,1,0,1,0,0,0,1,0,0
10837,3,4,212,2,7,4742,0,0,0,0,1,1,0,0,0,1,0,0
10588,4,1,193,3,3,5919,0,0,1,0,0,0,0,1,0,1,0,1
1793,3,1,163,3,59,1005,0,0,0,0,1,1,0,0,0,0,1,0
2880,3,2,165,3,47,1639,0,0,0,1,0,1,0,0,0,0,1,0
2703,3,4,185,2,62,2849,0,1,0,0,0,0,0,1,0,1,0,1
8254,3,4,245,3,7,5429,0,0,1,0,0,0,0,1,0,0,1,1
2714,4,4,225,3,51,2892,1,0,0,0,0,0,1,0,0,1,0,0
1346,4,4,145,3,43,1651,1,0,0,0,0,0,1,0,0,1,0,1
10939,5,4,242,5,10,1365,0,0,0,0,1,0,1,0,0,1,0,1
9706,6,3,310,4,2,1189,0,0,1,0,0,0,1,0,0,1,0,1
1138,5,5,158,3,47,1246,0,0,1,0,0,0,0,1,0,0,1,1
508,4,5,192,2,36,2497,0,0,1,0,0,0,0,1,0,0,1,1
2591,5,5,266,4,62,2201,0,0,0,0,1,0,1,0,0,0,1,0
7315,3,5,177,4,9,5311,0,0,0,0,1,0,0,1,1,0,0,0
8558,6,1,275,4,7,1767,1,0,0,0,0,0,0,1,0,1,0,0
1738,4,5,208,2,33,2170,0,0,1,0,0,0,0,1,0,0,1,0
7857,2,2,287,4,10,5972,0,1,0,0,0,0,0,1,0,0,1,0
26,4,1,172,3,24,1066,1,0,0,0,0,0,0,1,1,0,0,1
8492,4,5,150,3,5,4512,1,0,0,0,0,1,0,0,0,1,0,0
5987,3,1,204,10,5,5375,0,0,0,0,1,0,0,1,0,0,1,0
9154,6,5,285,4,5,1631,0,0,1,0,0,0,1,0,0,0,1,1
10827,6,5,225,3,10,4972,0,1,0,0,0,1,0,0,0,0,1,0
3453,4,3,192,3,1,4045,0,1,0,0,0,0,0,1,0,1,0,0
10335,3,1,251,3,4,5291,0,1,0,0,0,0,0,1,0,0,1,1
3201,3,5,205,4,2,1648,0,1,0,0,0,0,0,1,0,1,0,0
9060,3,2,160,3,7,4468,0,0,0,1,0,0,0,1,0,1,0,1
9455,4,2,270,5,5,1747,0,0,0,0,1,1,0,0,0,1,0,1
1727,3,4,203,4,46,3640,0,0,0,0,1,0,0,1,0,0,1,0
8781,3,2,199,3,8,5431,0,1,0,0,0,1,0,0,0,1,0,1
7972,4,3,239,2,7,5384,0,0,1,0,0,0,0,1,0,0,1,1
5613,5,5,173,3,4,5265,0,1,0,0,0,1,0,0,0,1,0,0
9786,4,4,180,3,3,5031,0,0,0,1,0,0,0,1,0,1,0,0
1428,6,2,135,5,26,1585,0,0,0,1,0,0,0,1,0,1,0,0
10784,5,3,137,4,2,1034,1,0,0,0,0,0,0,1,0,1,0,1
7877,4,5,275,3,1,5394,0,0,0,0,1,0,0,1,0,0,1,0
2660,4,4,143,5,5,1027,1,0,0,0,0,0,0,1,1,0,0,1
9891,4,4,272,2,1,4013,0,1,0,0,0,0,0,1,0,1,0,0
10828,3,3,192,3,4,4339,0,0,1,0,0,1,0,0,1,0,0,1
9214,4,2,156,3,1,5361,0,0,1,0,0,0,0,1,0,1,0,1
6326,2,5,252,3,7,5281,1,0,0,0,0,0,0,1,0,0,1,0
8076,2,4,101,6,6,5080,0,0,0,1,0,0,1,0,0,1,0,1
9901,3,5,214,2,6,4578,0,0,0,0,1,0,0,1,0,0,1,1
6497,6,2,286,4,3,1959,0,0,0,0,1,0,0,1,0,1,0,1
3210,3,2,181,2,6,5410,0,0,0,1,0,0,0,1,0,1,0,1
237,2,2,133,3,5,1268,0,1,0,0,0,0,0,1,0,1,0,0
10930,4,4,253,5,2,1709,0,0,1,0,0,0,0,1,0,1,0,1
8365,5,1,248,4,6,1944,0,0,0,0,1,1,0,0,0,1,0,1
2937,3,2,213,4,53,3502,0,1,0,0,0,0,0,1,0,1,0,0
10460,4,2,267,5,3,1933,1,0,0,0,0,0,0,1,0,1,0,0
10139,4,5,258,5,3,1162,0,0,0,0,1,1,0,0,0,1,0,0
4744,4,1,205,3,10,4923,0,0,1,0,0,0,0,1,0,1,0,1
9266,3,3,217,3,10,5439,1,0,0,0,0,0,0,1,0,0,1,0
9490,4,1,155,3,9,4443,0,0,1,0,0,0,0,1,0,0,1,0
379,3,2,201,3,5,2040,0,0,0,0,1,0,0,1,0,0,1,0
683,4,5,137,4,29,1262,0,0,0,0,1,1,0,0,1,0,0,0
1822,6,3,176,5,7,1767,0,0,1,0,0,0,0,1,0,1,0,1
10907,2,1,125,4,1,4097,0,0,0,0,1,0,0,1,0,1,0,0
7239,3,5,142,3,2,4619,0,1,0,0,0,0,1,0,0,1,0,1
5010,4,3,196,3,10,4194,0,0,0,1,0,0,0,1,0,1,0,1
9491,3,5,156,2,8,5848,0,0,0,0,1,0,0,1,0,0,1,1
9916,6,2,298,4,2,1648,0,0,1,0,0,0,0,1,0,1,0,0
5583,4,4,134,2,1,5209,0,1,0,0,0,0,0,1,0,1,0,0
5646,3,4,199,4,6,5207,0,0,0,1,0,0,0,1,0,0,1,1
938,5,3,236,3,7,3589,1,0,0,0,0,0,1,0,0,0,1,0
963,4,5,158,5,55,1936,0,1,0,0,0,1,0,0,0,0,1,1
5895,4,5,257,3,5,4180,0,1,0,0,0,1,0,0,0,0,1,0
9846,5,5,246,3,7,5167,0,0,0,1,0,0,1,0,0,0,1,1
357,2,3,247,2,62,3127,0,1,0,0,0,0,0,1,0,0,1,1
9467,3,4,191,3,10,4667,0,0,0,0,1,1,0,0,0,0,1,1
3800,5,4,156,4,1,5533,1,0,0,0,0,0,0,1,0,1,0,0
8169,5,4,228,6,5,4974,0,1,0,0,0,0,0,1,0,0,1,0
8991,3,4,236,4,9,4744,0,1,0,0,0,0,0,1,1,0,0,1
3289,2,5,172,2,7,4649,0,0,0,0,1,1,0,0,0,1,0,0
9791,3,1,250,3,6,5832,0,0,0,0,1,0,0,1,0,0,1,1
6293,5,2,222,5,1,1672,0,0,0,0,1,0,1,0,0,1,0,1
8494,3,2,251,2,4,4074,0,0,1,0,0,1,0,0,0,0,1,1
8429,3,2,199,4,1,5660,0,0,0,0,1,0,0,1,0,0,1,1
5559,4,1,144,4,6,5197,0,1,0,0,0,0,0,1,0,0,1,0
2692,4,2,191,3,12,3676,0,0,1,0,0,0,0,1,0,0,1,1
1417,3,3,166,2,45,1791,0,0,0,0,1,0,0,1,0,1,0,1
4460,4,5,214,3,6,5646,1,0,0,0,0,0,0,1,1,0,0,0
3098,5,4,157,4,58,1252,1,0,0,0,0,0,0,1,0,1,0,0
10312,3,5,236,3,1,5220,0,0,1,0,0,0,0,1,0,0,1,1
3723,3,2,226,3,3,4940,0,1,0,0,0,0,0,1,0,0,1,0
4352,5,1,134,2,8,5646,1,0,0,0,0,0,0,1,0,1,0,0
10660,5,1,257,5,8,1128,0,0,1,0,0,0,1,0,0,0,1,1
7356,3,1,201,3,6,4953,0,0,0,1,0,0,0,1,0,1,0,1
10203,5,1,245,5,9,1694,0,1,0,0,0,0,0,1,0,1,0,0
1640,3,2,227,3,21,2351,1,0,0,0,0,1,0,0,0,0,1,0
2624,5,4,187,3,53,3172,1,0,0,0,0,0,0,1,0,1,0,1
10060,5,1,126,5,2,5659,0,0,1,0,0,0,0,1,0,0,1,1
834,5,4,271,3,16,2563,0,0,0,1,0,1,0,0,0,0,1,1
605,4,4,166,5,54,1203,0,0,0,0,1,0,0,1,0,1,0,1
7402,6,3,306,4,5,1490,0,0,1,0,0,1,0,0,0,1,0,1
8730,4,3,175,2,3,4961,0,0,0,1,0,0,0,1,0,0,1,0
6762,2,1,277,6,10,4165,0,0,0,1,0,0,0,1,0,1,0,0
5823,3,5,248,2,3,5287,0,1,0,0,0,0,0,1,1,0,0,0
